operator,scenario,score,rank,in_top_k
荒芜拉普兰德,perturb_001,61.9101983142,20.0,False
诗怀雅,perturb_001,29.7913724064,50.0,False
谬因,perturb_001,34.3372847653,46.0,False
贝洛内,perturb_001,43.3714988854,38.0,False
赤刃明霄陈,perturb_001,70.4888553446,10.0,True
逻各斯,perturb_001,65.3011183719,17.0,False
酒神,perturb_001,60.0673694597,23.0,False
重岳,perturb_001,55.8720235366,30.0,False
铃兰,perturb_001,31.5194428061,49.0,False
银灰,perturb_001,47.3957683871,33.0,False
锏,perturb_001,32.8543456778,47.0,False
阿米娅,perturb_001,76.0711586713,5.0,True
陈,perturb_001,17.8621900612,58.0,False
霍尔海雅,perturb_001,18.8939674106,57.0,False
黍,perturb_001,37.7643009591,44.0,False
Mon3tr,perturb_002,59.0116581005,25.0,False
W,perturb_002,60.390625,21.0,False
予愿安洁莉娜,perturb_002,73.0627342299,7.0,True
令,perturb_002,58.8924653546,26.0,False
伊芙利特,perturb_002,23.553212514,55.0,False
余,perturb_002,25.8516124121,54.0,False
佩佩,perturb_002,41.5523878391,40.0,False
凛御银灰,perturb_002,77.5681505881,4.0,True
凯尔希,perturb_002,66.0963630119,17.0,False
凯尔希·思衡托,perturb_002,81.1178787909,3.0,True
史尔特尔,perturb_002,66.454509387,15.0,False
司霆惊蛰,perturb_002,45.4761796432,34.0,False
塑心,perturb_002,42.5107256334,39.0,False
塞雷娅,perturb_002,75.5961833602,6.0,True
夕,perturb_002,21.9443819243,56.0,False
夜莺,perturb_002,15.6700788871,60.0,False
娜斯提,perturb_002,39.6395670524,43.0,False
年,perturb_002,15.7354634534,59.0,False
幽灵鲨,perturb_002,45.3097416469,35.0,False
归溟幽灵鲨,perturb_002,51.3179185819,32.0,False
德克萨斯,perturb_002,57.0844677652,29.0,False
怒潮凛冬,perturb_002,29.4569770159,51.0,False
拉普兰德,perturb_002,40.0229727007,42.0,False
斩业星熊,perturb_002,62.0641307094,19.0,False
斯卡蒂,perturb_002,43.0630377759,38.0,False
新约能天使,perturb_002,94.3688569704,1.0,True
望,perturb_002,68.2834819059,13.0,False
棘刺,perturb_002,67.5488244717,14.0,False
死芒,perturb_002,59.5739863323,24.0,False
泥岩,perturb_002,58.5235837776,27.0,False
浊心斯卡蒂,perturb_002,70.2860890851,10.0,True
温蒂,perturb_002,43.6936088998,36.0,False
焰狐龙梓兰,perturb_002,71.7846753761,8.0,True
煌,perturb_002,27.1228004644,53.0,False
玛恩纳,perturb_002,69.3972698028,11.0,False
真言,perturb_002,55.5241817489,31.0,False
纯烬艾雅法拉,perturb_002,57.9452921395,28.0,False
结城理,perturb_002,66.4272339138,16.0,False
维什戴尔,perturb_002,92.2195344613,2.0,True
维娜·维多利亚,perturb_002,59.8165444155,22.0,False
缄默德克萨斯,perturb_002,33.0091596144,47.0,False
缇缇,perturb_002,36.1546561061,45.0,False
缪尔赛思,perturb_002,40.0456049513,41.0,False
能天使,perturb_002,69.2407747862,12.0,False
艾雅法拉,perturb_002,27.8710303588,52.0,False
荒芜拉普兰德,perturb_002,61.8183161872,20.0,False
诗怀雅,perturb_002,30.517528806,50.0,False
谬因,perturb_002,34.1239649177,46.0,False
贝洛内,perturb_002,43.2611940983,37.0,False
赤刃明霄陈,perturb_002,70.5734554007,9.0,True
逻各斯,perturb_002,65.5174700346,18.0,False
酒神,perturb_002,59.7891503419,23.0,False
重岳,perturb_002,55.9039065562,30.0,False
铃兰,perturb_002,31.9857362685,49.0,False
银灰,perturb_002,48.1581015058,33.0,False
锏,perturb_002,32.969501738,48.0,False
阿米娅,perturb_002,75.9917895713,5.0,True
陈,perturb_002,17.2834334187,58.0,False
霍尔海雅,perturb_002,19.3142338815,57.0,False
黍,perturb_002,38.5998937597,44.0,False
Mon3tr,perturb_003,58.9322643072,25.0,False
W,perturb_003,60.390625,24.0,False
予愿安洁莉娜,perturb_003,76.3891466263,5.0,True
令,perturb_003,64.4748463396,17.0,False
伊芙利特,perturb_003,21.2414030077,56.0,False
余,perturb_003,27.9435659326,52.0,False
佩佩,perturb_003,37.8977727537,43.0,False
凛御银灰,perturb_003,76.5231115498,4.0,True
凯尔希,perturb_003,62.0339498386,22.0,False
凯尔希·思衡托,perturb_003,82.3807061295,3.0,True
史尔特尔,perturb_003,71.6462387786,11.0,False
司霆惊蛰,perturb_003,42.867853892,38.0,False
塑心,perturb_003,39.5867001528,42.0,False
塞雷娅,perturb_003,74.8002231681,7.0,True
夕,perturb_003,25.5159671112,55.0,False
夜莺,perturb_003,13.4131423023,60.0,False
娜斯提,perturb_003,35.2214379019,45.0,False
年,perturb_003,17.0789415374,59.0,False
幽灵鲨,perturb_003,52.3940417342,33.0,False
归溟幽灵鲨,perturb_003,55.0961045845,30.0,False
德克萨斯,perturb_003,64.6646833945,16.0,False
怒潮凛冬,perturb_003,27.265416584,53.0,False
拉普兰德,perturb_003,44.0807828475,37.0,False
斩业星熊,perturb_003,58.5887247113,27.0,False
斯卡蒂,perturb_003,46.1803769241,35.0,False
新约能天使,perturb_003,94.8440937921,1.0,True
望,perturb_003,65.9507422221,14.0,False
棘刺,perturb_003,62.4239600969,21.0,False
死芒,perturb_003,56.6660063164,28.0,False
泥岩,perturb_003,58.8875862699,26.0,False
浊心斯卡蒂,perturb_003,72.8629360135,8.0,True
温蒂,perturb_003,46.4866769425,34.0,False
焰狐龙梓兰,perturb_003,71.2491319408,12.0,False
煌,perturb_003,31.5477625428,47.0,False
玛恩纳,perturb_003,68.5358981812,13.0,False
真言,perturb_003,53.0894387532,32.0,False
纯烬艾雅法拉,perturb_003,63.1261018245,20.0,False
结城理,perturb_003,63.8394338546,19.0,False
维什戴尔,perturb_003,92.9165295831,2.0,True
维娜·维多利亚,perturb_003,64.3190685432,18.0,False
缄默德克萨斯,perturb_003,36.3697467671,44.0,False
缇缇,perturb_003,31.0617839035,48.0,False
缪尔赛思,perturb_003,41.4316209169,39.0,False
能天使,perturb_003,71.7807975023,10.0,True
艾雅法拉,perturb_003,26.0473839288,54.0,False
荒芜拉普兰德,perturb_003,62.0294056978,23.0,False
诗怀雅,perturb_003,28.0350439214,51.0,False
谬因,perturb_003,30.0444575892,50.0,False
贝洛内,perturb_003,41.1517364343,40.0,False
赤刃明霄陈,perturb_003,72.1913383704,9.0,True
逻各斯,perturb_003,64.7778363513,15.0,False
酒神,perturb_003,54.4685158923,31.0,False
重岳,perturb_003,56.5136342184,29.0,False
铃兰,perturb_003,30.3916355033,49.0,False
银灰,perturb_003,45.5519405664,36.0,False
锏,perturb_003,32.5758218378,46.0,False
阿米娅,perturb_003,76.2631258718,6.0,True
陈,perturb_003,19.262008031,57.0,False
霍尔海雅,perturb_003,17.8774839442,58.0,False
黍,perturb_003,40.1199545673,41.0,False
Mon3tr,perturb_004,59.0157923044,26.0,False
W,perturb_004,60.390625,21.0,False
予愿安洁莉娜,perturb_004,72.8895208512,7.0,True
令,perturb_004,59.8005989164,23.0,False
伊芙利特,perturb_004,23.1771307297,55.0,False
余,perturb_004,25.7426799364,54.0,False
佩佩,perturb_004,41.7426914309,40.0,False
凛御银灰,perturb_004,77.6225679967,4.0,True
凯尔希,perturb_004,65.4354955873,17.0,False
凯尔希·思衡托,perturb_004,79.8421279896,3.0,True
史尔特尔,perturb_004,67.2990923198,14.0,False
司霆惊蛰,perturb_004,45.6120007208,35.0,False
塑心,perturb_004,42.6629858683,39.0,False
塞雷娅,perturb_004,75.466697722,6.0,True
夕,perturb_004,22.525402171,56.0,False
夜莺,perturb_004,15.3029237494,60.0,False
娜斯提,perturb_004,39.8696284478,43.0,False
年,perturb_004,15.9540185002,59.0,False
幽灵鲨,perturb_004,46.4622052084,34.0,False
归溟幽灵鲨,perturb_004,51.1211803892,32.0,False
德克萨斯,perturb_004,58.3176061407,28.0,False
怒潮凛冬,perturb_004,29.5710962355,51.0,False
拉普兰德,perturb_004,40.6830913117,41.0,False
斩业星熊,perturb_004,62.2451025023,19.0,False
斯卡蒂,perturb_004,43.5701619424,37.0,False
新约能天使,perturb_004,94.5653381147,1.0,True
望,perturb_004,68.4049526299,13.0,False
棘刺,perturb_004,66.7151190418,15.0,False
死芒,perturb_004,59.7254110456,24.0,False
泥岩,perturb_004,58.5827991699,27.0,False
浊心斯卡蒂,perturb_004,70.705286769,9.0,True
温蒂,perturb_004,44.1479811178,36.0,False
焰狐龙梓兰,perturb_004,71.8125622635,8.0,True
煌,perturb_004,27.8426468139,52.0,False
玛恩纳,perturb_004,69.2571431291,12.0,False
真言,perturb_004,55.6509640027,31.0,False
纯烬艾雅法拉,perturb_004,57.6755163442,29.0,False
结城理,perturb_004,66.5619861749,16.0,False
维什戴尔,perturb_004,92.3329206068,2.0,True
维娜·维多利亚,perturb_004,59.5820883939,25.0,False
缄默德克萨斯,perturb_004,32.8341666834,48.0,False
缇缇,perturb_004,36.4198528094,45.0,False
缪尔赛思,perturb_004,40.0747914886,42.0,False
能天使,perturb_004,69.6539819611,11.0,False
艾雅法拉,perturb_004,27.5743622288,53.0,False
荒芜拉普兰德,perturb_004,61.3469145757,20.0,False
诗怀雅,perturb_004,30.1136818012,50.0,False
谬因,perturb_004,34.3363935536,46.0,False
贝洛内,perturb_004,43.371038052,38.0,False
赤刃明霄陈,perturb_004,70.4892087884,10.0,True
逻各斯,perturb_004,65.3971475104,18.0,False
酒神,perturb_004,60.0662071106,22.0,False
重岳,perturb_004,55.8721567381,30.0,False
铃兰,perturb_004,31.726410291,49.0,False
银灰,perturb_004,47.7341350616,33.0,False
锏,perturb_004,32.9054584685,47.0,False
阿米娅,perturb_004,76.0359301632,5.0,True
陈,perturb_004,17.6053050385,58.0,False
霍尔海雅,perturb_004,19.0805055062,57.0,False
黍,perturb_004,38.0502110596,44.0,False
Mon3tr,perturb_005,58.9756732724,24.0,False
W,perturb_005,60.390625,22.0,False
予愿安洁莉娜,perturb_005,74.5704135249,7.0,True
令,perturb_005,56.5722151017,28.0,False
伊芙利特,perturb_005,24.5140886359,55.0,False
余,perturb_005,26.7997795763,53.0,False
佩佩,perturb_005,39.8959523648,42.0,False
凛御银灰,perturb_005,77.0944920236,4.0,True
凯尔希,perturb_005,67.7848567242,14.0,False
凯尔希·思衡托,perturb_005,82.4131300754,3.0,True
史尔特尔,perturb_005,64.296628822,18.0,False
司霆惊蛰,perturb_005,44.2939694236,34.0,False
塑心,perturb_005,41.1854261366,40.0,False
塞雷娅,perturb_005,75.9270147459,5.0,True
夕,perturb_005,20.459895026,56.0,False
夜莺,perturb_005,16.6081477319,58.0,False
娜斯提,perturb_005,37.6370727585,44.0,False
年,perturb_005,15.1770627687,60.0,False
幽灵鲨,perturb_005,42.3652365848,36.0,False
归溟幽灵鲨,perturb_005,53.0303619383,32.0,False
德克萨斯,perturb_005,53.9338413071,31.0,False
怒潮凛冬,perturb_005,28.4636635318,52.0,False
拉普兰德,perturb_005,38.3363921817,43.0,False
斩业星熊,perturb_005,60.4889208314,21.0,False
斯卡蒂,perturb_005,41.7673528403,38.0,False
新约能天使,perturb_005,94.4567206238,1.0,True
望,perturb_005,67.2261796526,15.0,False
棘刺,perturb_005,69.6789133878,11.0,False
死芒,perturb_005,58.2559593597,26.0,False
泥岩,perturb_005,58.3722904715,25.0,False
浊心斯卡蒂,perturb_005,69.2150533115,12.0,False
温蒂,perturb_005,42.5327033919,35.0,False
焰狐龙梓兰,perturb_005,71.5419430709,8.0,True
煌,perturb_005,25.2836176124,54.0,False
玛恩纳,perturb_005,69.7552886712,10.0,True
真言,perturb_005,54.4206470196,30.0,False
纯烬艾雅法拉,perturb_005,60.2934674596,23.0,False
结城理,perturb_005,65.2543268584,17.0,False
维什戴尔,perturb_005,91.9298367299,2.0,True
维娜·维多利亚,perturb_005,61.8572902984,20.0,False
缄默德克萨斯,perturb_005,34.5323284418,45.0,False
缇缇,perturb_005,33.8463379973,46.0,False
缪尔赛思,perturb_005,40.3388896066,41.0,False
能天使,perturb_005,68.1850445583,13.0,False
艾雅法拉,perturb_005,28.6290073048,51.0,False
荒芜拉普兰德,perturb_005,62.1872847913,19.0,False
诗怀雅,perturb_005,31.5493441186,50.0,False
谬因,perturb_005,32.2749492215,49.0,False
贝洛内,perturb_005,42.3050932711,37.0,False
赤刃明霄陈,perturb_005,71.3067525282,9.0,True
逻各斯,perturb_005,65.824889977,16.0,False
酒神,perturb_005,57.3776001671,27.0,False
重岳,perturb_005,56.1802624804,29.0,False
铃兰,perturb_005,32.6483052894,48.0,False
银灰,perturb_005,49.2413212995,33.0,False
锏,perturb_005,33.1331301057,47.0,False
阿米娅,perturb_005,75.8790118656,6.0,True
陈,perturb_005,16.4610624167,59.0,False
霍尔海雅,perturb_005,19.9114019025,57.0,False
黍,perturb_005,41.2787687563,39.0,False
Mon3tr,perturb_006,58.9488222111,26.0,False
W,perturb_006,60.390625,24.0,False
予愿安洁莉娜,perturb_006,75.6954095644,6.0,True
令,perturb_006,61.9680113267,21.0,False
伊芙利特,perturb_006,22.2795487432,56.0,False
余,perturb_006,27.5072803744,53.0,False
佩佩,perturb_006,38.6599578437,43.0,False
凛御银灰,perturb_006,76.741058763,4.0,True
凯尔希,perturb_006,63.8582251087,18.0,False
凯尔希·思衡托,perturb_006,79.8037167573,3.0,True
史尔特尔,perturb_006,69.3148305406,12.0,False
司霆惊蛰,perturb_006,43.4118310144,37.0,False
塑心,perturb_006,40.1965177593,42.0,False
塞雷娅,perturb_006,75.1576586215,7.0,True
夕,perturb_006,23.9121040245,55.0,False
夜莺,perturb_006,14.4266466955,60.0,False
娜斯提,perturb_006,36.1428570078,44.0,False
年,perturb_006,16.4756366198,59.0,False
幽灵鲨,perturb_006,49.2127519677,33.0,False
归溟幽灵鲨,perturb_006,54.3081482686,31.0,False
德克萨斯,perturb_006,61.2606968169,22.0,False
怒潮凛冬,perturb_006,27.7224755755,52.0,False
拉普兰德,perturb_006,42.2585746216,38.0,False
斩业星熊,perturb_006,59.313535005,25.0,False
斯卡蒂,perturb_006,44.7804984592,36.0,False
新约能天使,perturb_006,95.1211327131,1.0,True
望,perturb_006,66.4372447304,14.0,False
棘刺,perturb_006,64.7253417986,16.0,False
死芒,perturb_006,57.2724775749,28.0,False
泥岩,perturb_006,58.724126593,27.0,False
浊心斯卡蒂,perturb_006,71.7057720506,9.0,True
温蒂,perturb_006,45.2324162997,35.0,False
焰狐龙梓兰,perturb_006,71.360821739,10.0,True
煌,perturb_006,29.5606803464,50.0,False
玛恩纳,perturb_006,68.9227074201,13.0,False
真言,perturb_006,53.5972144741,32.0,False
纯烬艾雅法拉,perturb_006,62.045622539,20.0,False
结城理,perturb_006,64.379130259,17.0,False
维什戴尔,perturb_006,92.6035355793,2.0,True
维娜·维多利亚,perturb_006,63.3800485158,19.0,False
缄默德克萨斯,perturb_006,35.6688824184,45.0,False
缇缇,perturb_006,32.1239234634,47.0,False
缪尔赛思,perturb_006,41.0615590261,40.0,False
能天使,perturb_006,70.6401698928,11.0,False
艾雅法拉,perturb_006,26.8663141906,54.0,False
荒芜拉普兰德,perturb_006,61.1229132113,23.0,False
诗怀雅,perturb_006,29.1498334788,51.0,False
谬因,perturb_006,30.8952557137,49.0,False
贝洛内,perturb_006,41.591672554,39.0,False
赤刃明霄陈,perturb_006,71.8539221862,8.0,True
逻各斯,perturb_006,65.1099777116,15.0,False
酒神,perturb_006,55.5781562108,30.0,False
重岳,perturb_006,56.3864729929,29.0,False
铃兰,perturb_006,31.1074855363,48.0,False
银灰,perturb_006,46.7222683369,34.0,False
锏,perturb_006,32.7526085101,46.0,False
阿米娅,perturb_006,76.1412790577,5.0,True
陈,perturb_006,18.3735054141,58.0,False
霍尔海雅,perturb_006,18.5226737041,57.0,False
黍,perturb_006,40.442086268,41.0,False
Mon3tr,perturb_007,58.9263559775,25.0,False
W,perturb_007,60.390625,23.0,False
予愿安洁莉娜,perturb_007,76.6366916829,4.0,True
令,perturb_007,61.0073258955,22.0,False
伊芙利特,perturb_007,22.6773936266,56.0,False
余,perturb_007,28.0992449918,52.0,False
佩佩,perturb_007,37.6258034997,43.0,False
凛御银灰,perturb_007,76.4453418036,5.0,True
凯尔希,perturb_007,64.5573356069,18.0,False
凯尔希·思衡托,perturb_007,82.8525304044,3.0,True
史尔特尔,perturb_007,68.4213732859,13.0,False
司霆惊蛰,perturb_007,42.6737474288,37.0,False
塑心,perturb_007,39.3690999377,42.0,False
塞雷娅,perturb_007,75.2946373341,7.0,True
夕,perturb_007,23.2974613004,55.0,False
夜莺,perturb_007,14.8150483653,60.0,False
娜斯提,perturb_007,34.8926494355,45.0,False
年,perturb_007,16.2444342304,59.0,False
幽灵鲨,perturb_007,47.9935976494,33.0,False
归溟幽灵鲨,perturb_007,55.3772697427,30.0,False
德克萨斯,perturb_007,59.9561991947,24.0,False
怒潮凛冬,perturb_007,27.1023249747,54.0,False
拉普兰德,perturb_007,41.5602562694,39.0,False
斩业星熊,perturb_007,58.3300918444,27.0,False
斯卡蒂,perturb_007,44.2440280334,36.0,False
新约能天使,perturb_007,94.8211441574,1.0,True
望,perturb_007,65.777144331,14.0,False
棘刺,perturb_007,65.607292091,15.0,False
死芒,perturb_007,56.4496001732,29.0,False
泥岩,perturb_007,58.6614845246,26.0,False
浊心斯卡蒂,perturb_007,71.2623162369,9.0,True
温蒂,perturb_007,44.7517504719,35.0,False
焰狐龙梓兰,perturb_007,71.2092778535,10.0,True
煌,perturb_007,28.7991779313,51.0,False
玛恩纳,perturb_007,69.0709429436,12.0,False
真言,perturb_007,52.9082499766,32.0,False
纯烬艾雅法拉,perturb_007,63.5116474735,20.0,False
结城理,perturb_007,63.6468548729,19.0,False
维什戴尔,perturb_007,92.4835880048,2.0,True
维娜·维多利亚,perturb_007,64.6541375175,17.0,False
缄默德克萨斯,perturb_007,36.6198350417,44.0,False
缇缇,perturb_007,30.6827823886,48.0,False
缪尔赛思,perturb_007,41.286113886,40.0,False
能天使,perturb_007,70.2030512467,11.0,False
艾雅法拉,perturb_007,27.1801499109,53.0,False
荒芜拉普兰德,perturb_007,62.1847793896,21.0,False
诗怀雅,perturb_007,29.5770503005,50.0,False
谬因,perturb_007,29.7408686916,49.0,False
